text,label
"the direction had clearly stated that this film's idea and plot is totally original however as to those who have read 'slam dunk' comic we can clearly see that the characters are very similar and even some jokes br br another note is jay chow himself do not know kung fu it just won't impress anyone if he tries to act like he can many people today can see the differences luckily the movie do not contain much of kung fu fighting and much are enchanced by stunners and visual effects br br i think that jay's acting is still a pain to watch especially when almost everyone else in the film is so much better the only reason i think why jay is the main actor is simply is for his popularity br br despite how hard i wish to stop anyone from watching this thus making this orginal movie getting what it shouldn't have it has became one of the best budget films in china for this year",0
"what was this supposed to be a remake of fisher king why do we care about sandler's character what a slow dreary boring who gives a damn about these people movie just simply painful to sit through i turned it off before it was over it's so obvious that cheadle needs help as much as sandler like i said can you say fisher king and how does this psychotic character function in his daily life we aren't supposed to think that deeply i guess why does cheadle continue to give sandler a chance to turn violent on him if they were such good friends how did they grow apart if cheadle is so in control why does he keep seeking the advice of the shrink on the street we are never told that's why fisher king was a better film on so many levels and why this just sucks nearly 8 out of 10 average score i don't agree at all even the top films are lucky to get such a high average rating and this crap doesn't deserve to be in the same universe with them",0
"i knew it wasn't gunna work out between me and d wars from the moment we met first its title was lazy d war like writing out dragon was too much for them also you really can't be that blatant with your title unless your blue monkey blue monkey can do whatever the hell it wants br br the second sign of a rocky relationship between us was the story's insane progression here's the film dreamy reporter guy reports on big snake tracks flashes back to a time he and dad wandered into what must have been the competition for the store in gremlins and dreamy kid reporter finds a box that glows old shop keep reveals several terrible truths that bauraki a supposedly evil snake was cheated out of his chance to be a god tells the kid that he's a reincarnated warrior and that somewhere in la is his reincarnated lover and gives him a junk piece of jewelry shop keep also reveals that despite his obvious whiteness he's a 500 year old asian br br fifteen years later dreamy reporter remembers this perfectly and starts acting half crazy trying to find this random girl cgi hijinks follow and in the last ten minutes my brain melts out of my nose why continue on dear reader if you have the balls br br so sarah the reincarnated lover has her own flashbacks i have the benefit of having an asian best friend and in the scene where she starts to freak out and make",0
"the first film had little ambition so nothing sticks to the screen it was a bad version of 'back to the future' with zero charm once accepted that bill ted are nitwits the joke can only get hammered at the audience for so long before it breaks br br this is a surprise this is your only spoiler warning br br by today's standards this is more fun this was shunned upon release sad considering that more talent is involved than the first time we get the photographer of 'face off' the editor of 'fugitive' a production designer from burton's early work and the sound designer of 'matrix' br br the writers made up for their shallow first outing with something deep since this was shunned by the fanbase and public the director probably decided the style was too extreme it's not it fits the material like 'death becomes her' and 'catch 22' this dares to be smart but we like our movies simple so we don't buy it probably since this dared to be different is why it took 12 producers to pull it off what's so good br br nice self reference towards keanu from airhead to messiah see also arnold schwarzenegger br br joss hates his creations as much as he hates their counterparts he makes his own hatred the evil b t and the good robot usses have the same vocabulary as their originals lesser copies and depreciation of language br br the duality motif nowhere else is this evident than in",1
"went to see this movie with my brother and his girlfriend the place was pretty packed and we all laughed so hard it was easy to miss lines i knew it looked like it would be good but it was much funnier than i thought it would be i liked both edward furlong and christina ricci they seemed really weird just like normal people if that makes sense i get sick of movies that show teenagers as being like cookie cutter people like jock or geek or cheerleader etc both characters were unique but still very human and normal enough to relate to i will be recommending this movie to all my friends and waiting very eagerly for it to be out on dvd go see this movie with your friends who can laugh at the funniest parts of life i plan to see it again in the theater and i don't go see things more than once very often",1
"the very first image of the movie shows a mountain ridge in early morning autumn mist and my thought was this is almost too beautiful and it goes on like this images of landscape and animals that look like a series of romantic paintings each of them perfect in every detail even the girl's room her father's car everything is nostalgic romantic beautiful this could seem outdated and escapistic but it fits a story that is itself of silent beauty happening on the border between life and fairy tale between dian fossey and le petit prince i enjoyed every minute of it the extreme parsimony of the movie having a simple slow story just one actor and hardly any special effects exerted a strong magic i therefore find it deplorable that this parsimony is given up in the last minutes when suddenly two additional actors the girl as a grown up woman and her son are introduced another shortcoming is the music which is often intrusive hollywood like and sometimes inappropriate i couldn't bring an english pop song together with french mountain glory i went to the movie together with my two small daughters but i recommend it to adults as well given that they appreciate this kind of movie obviously not everybody does",1
"although this show has been off the air since 1973 after viewing a dvd set i borrowed at our library i felt compelled to say a bit about it br br i can remember when it was the only color show on television in the 1960s and sometimes there would be a little sunday night party with friends to watch this on nbc on one of the few color televisions br br i really enjoy history not so much for the names and dates but how it influences us today and how so much can be so profound based on the most inconsequential actions of the time case in point virginia city nevada which became one of the richest cities in the world because of the silver got its name from a character named old virginny who in the town's early days stumbled out of a saloon fell and broke his whiskey bottle br br old virginny didn't want to waste the occasion so as the precious liquid was seeping into the dirt he decided to christen the town virginia town the area became known as the comstock lode because another character henry comstock had the reputation of trying to jump everyone's claim and the area became known as the comstock lode br br i just watched an early episode that dealt with these 2 subjects other episodes dealt with mark twain's literary rise while a reporter for the territorial enterprise br br it was wholesome and frequently educational family entertainment as someone else remarked each",1
"i just saw this film at the 2001 toronto international film festival the working title there was 'dog days' the audience reaction was mixed some people found the graphic sex and realistic violence to be too much for them others seemed to genuinely appreciate how good this film was br br this film isn't for the faint of heart it's like 'happiness' with explicit sex and a less optimistic view of humanity there's animal poisoning a strip tease from a senior citizen an orgy'esque' bathouse in a shopping centre anal candle penetration and the molestation of the mentally incompetent br br if any of this sounds like too much to handle then this film isn't for you this film shows humanity at its most desperate and pathetic the banality of our existence is shoved in our face with utmost glee br br seidl has no interest in redeeming humanity here and why should he this film features excellent performances from all involved is always interesting and is probably the most intelligent social statement to be made on film in awhile",1
"this makes the third errol morris movie i've seen and i'm increasingly not liking his style he seems to find very interesting and varied characters great personalities to create documentaries for and then with tongue in cheek editing make fun of everything they are about it's never really a direct caricaturation of them and morris seems most of the time to be saying but no no these people are really fascinating really but there's always these subtle little canted angles and not so subtle editing techniques that show that morris seems to be mocking them behind their back br br this movie tracks four people who break the traditional boundaries of organic separation a man who studies african hairless molerats to find that they are amazingly ant like a lion tamer a man who keeps a garden full of animal shaped shrubbery and a robot designer the general theme of the film seems to revolve around the question of what designates animal human and life features so the title of fast cheap out of control doesn't really seem to mean anything in terms of the movie right except of course morris seems just a little disturbed by these individuals' passions he might call them obsessions making synthetic designs on life i share not that fear and honestly don't appreciate some of the connections morris makes in the film br br but i stress his subtlety with no voice over narration and leaving the words entirely to the interviewees it's not as if morris ever pounds that",0
"perhaps because i was so young innocent and brainwashed when i saw it this movie was the cause of many sleepless nights for me i haven't seen it since i was in seventh grade at a presbyterian school so i am not sure what effect it would have on me now however i will say that it left an impression on me and most of my friends it did serve its purpose at least until we were old enough and knowledgeable enough to analyze and create our own opinions i was particularly terrified of what the newly converted post rapture christians had to endure when not receiving the mark of the beast i don't want to spoil the movie for those who haven't seen it so i will not mention details of the scenes but i can still picture them in my head and it's been 19 years",0
"i really don't understand all these positive user reviews this movie is the worst movie i've ever seen and i'm not trying to be pessimistic br br eva mendez is hot but terrible in this film but i don't think it is her own fault but the directors he have somehow managed to make everything look artificial their acting the idea the make up everything br br the star i'm giving is only for the idea behind the movie which was very bad executed br br don't watch this bullshit go watch a fellini woody allen or some david lynch",0
"this must me one of the worst takes on vampires ever conceived by men how can one turn such a mesmerizing subject into a totally uninspiring story apparantly not such a difficult task first of all a conditio sine qua non of any vampirefilm is a dark and gloomy atmosphere with a nice sexy touch this one lacks all these things too much light the spots oh my god why in the name of christ judas was that about br br every time dracula came about he was devoured by light in the script to keep him weak for the record just weak there was only one scene that made it almost worth watching near the ending of the movie beatiful dancingscene with dracula and his new conquest i really enjoyed the first one the judas twist was defintely original but this one's just not good not in any way hopefully the third one will cary the vampire signature i like so much in other classics like herzog's nosferatu coppola's dracula or even interview with the vampire",0
"i have seen the short movie a few years ago after that i watch all sequels the first one is really not the best but it's the most popular one i've already watch the making of guinea pig 1 it's really great what these guys did also the sequels are excellent in the special effects take your chance to watch it",1
"i have not yet decided whether this will replace anaconda as the worst film i have ever seen br br even if you ignore the dodgy accents low production values and appalling camera work this film has absolutely nothing going for it i only went to see it as i had read the book and wanted to see how they would work the complicated plot into a 2 hour film br br the simple answer is they didn't characters appear with little to no explanation as to who they are and then proceed to play no valuable part in the narrative even the main characters act without reason so that by the time the film reaches it's climax you don't care what happens to any of them br br i can accept that books occasionally need to be rewritten to fit into films and that it is perhaps unfair to judge this film against the book it was adapted from but after my friends and i came out of the cinema i had to spend most of the journey home explaining what was supposed to have happened br br they even change the true meaning of the books title rancid aluminium by squeezing it into yet another piece of pointless voice over just so they can allow the film to have a cool title br br a real mess of a film from start to finish",0
"this is a great film touching and strong the direction is without question breathless good work to the team i feel so sorry for marlene by the grace of god go you or i",1
"two years ago at sundance i loved josh kornbluth's directing debut haiku tunnel so i was looking forward to his brother and frequent collaborator jacob's the best thief in the world this is a drama about a seemingly good kid growing up in a lower class area of new york the movie is not without its poignant moments but at times it is as if kornbluth is working way too hard to state the obvious life can be very difficult for some people and life isn't fair br br more subtle and more important is our understanding that despite all of these somewhat abhorrent cultural underpinnings and the anti social behavior they may spawn these characters have no shortage of goodness and humanity we can recoil at their language and their living conditions but we are cannot discount their intent and in fact their struggles to maintain a family under such adversity has a certain nobility that most of us can barely appreciate kornbluth grew up in this neighborhood and his compassion for the people is evident throughout br br having said all this the best thief in the world suffers from many painful flaws including the title the characters aren't very believable the writing is uneven and the plot line is barely discernible and for many the most disturbing is that kornbluth uses two young black boys mimicking gangsta rap between scenes to each his own but while i don't question the potential realism of this phenomenon it pains me to see 5 year old",0
"this is a dumb movie maybe my judgment wouldn't be so harsh if the film didn't promise so much but i just felt like this movie cheated and played me for a fool at every turn br br i didn't have any beef with the acting but i thought the characters were awful the movie starts off with clive owen's character telling us what a criminal mastermind he is and how he planned the perfect bank robbery something he frequently reminds us of later oh yeah he also tells us he's in a prison cell although that turns out to be a dumb metaphor any idiot knows that the best bank robbery is one where a minimum number of things could potentially go wrong and you're long gone before the police show up but clive owen's scheme requires hanging around the bank for hours for no reason but to stalk around and look scary as far as i can tell he also has to control hostages negotiate with cops and most fantastically of all perform a this old house job on the bank's stockroom and hide out there for a week i hope he brought enough food and a bucket to pee in and then sneak out again yeah that sure sounds like the perfect crime to me clive this plan has so many moving parts that the only reason it didn't fall apart was the screenwriter said so br br and then there are the many unexplained details why were the cops so convinced that",0
"the story at the outset is interesting slavery in the late 20th century from west africa to the arab middle east the problem with it is that it intentionally castigates two of director richard fleisher's favorite enemies arabs and germans to make us believe that very arab looking men would be free to roam around and easily catch blacks in west africa is as believable as whites hunting for slaves in roots obviously both trades are were run by locals and involve d much more sophisticated networks while arab countries are complicit in today's child and sex slave trade israel is one of the worst violators according to amnesty international so why only point out arabs and then choose a german as the only european buyer it's obvious bias and hatred of those people by a jewish director br br the acting is above average especially by peter ustinov suleiman and kabir bedi malik michael caine dr linderby is good as always",0
"after disney's witty live action george of the jungle i had high hopes for this flick major disappointment thread bare plot bad acting bad visual effects this film relied on lame one liners idiotic and pointless product placement and the lamest most annoying side kick in that gadget car thing i took two young kids to see it and they where bored out of their mind the only laugh received from this movie was bad standby of when needing a laugh show a guy getting it in the groin",0
"the only reason i watched this film was because i had recently read robert hough's less than perfect but interesting fictionalised account of the life of big cat trainer mabel stark beaty appears as a character in the book in a less than flattering light br br i hadn't realised until checking the movie out later on the imdb that it was originally a serial whoever edited the original running time of 233 minutes down to the 68 minuted version available on dvd has done a hell of a good job the shortened version plays just as well as any b movie of the period despite the many 'duh what ' moments for instance are we really expected to believe our hero dug that twenty foot deep tiger trap in a morning without even getting his jodhpurs dirty looking over the chapter titles i see that number five is titled gorilla warfare and number eleven is called the gorilla there were no gorillas at all in the movie i guess that's where some of the cuts were made br br historicaly interesting",0
"this movie is a great example of how even some very funny jokes can go terribly wrong i really expected at least something from this movie after seeing the add which was funny as hell but the movie wasn't half as good br br the weird part is that the jokes are actually funny the spoofs of the smoking ban jo bole etc are genuinely good jokes but i don't know whom to blame this movie flop on br br the prime candidates may be 1 the hammers actors and hammeresses actresses and not even the funny kind 2 the director 3 the guy who cast the actors and or the director anyway if you are really really bored and i mean really see this movie or else get a copy of each and every ad or teaser of this movie and laugh your butt of because those will be far funnier than the film br br p s the only saving grace of this film is mahesh manjrekar and the funny chappu bhai",0
"i tried to sit through this bomb not too long ago what a disaster the acting was atrocious there were some absolutely pathetic action scenes that fell flat as a lead balloon this was mainly due to the fact that the reactions of the actors just didn't ring true supposedly a modern reworking of the hitchcock original lifeboat i think hictcock would be spinning circles in his grave at the very thought of it from what i was able to suffer through there is nothing compelling in this movie it boasts a few semi big names but they put no effort into their characters but you know to be fair it was nobody's fault really i mean i'm pretty sure the script blew up in the first explosion lol it is possible that this thing ends up improving as it goes along but for me i'm not willing to spend at least three days to find out so unless you have at least a three day weekend on the horizon avoid this stinker 1 10",0
"possibly not but it is awful even the fantastic cast cant save it ok i admit it started off quite funny but it seemed to plummet downhill as soon as they jumped those girls in the generals house bill murray turned from being a quick witted humorous guy into an arsehole who was shouting things at people in the street that just weren't funny its like he was trying too hard to be funny his character stole a weapon an rv come on and ends up being a national hero after invading another country and killing god knows how many soldiers for a laugh one good point is that this film shows the inadequacy and incompetence of the us army and shows how arrogant and imbecilic they really are albeit unintentionally i actually felt disgusted that this kind of propaganda crap could really be released",0
"this is surely one of the worst films ever made each scene is painful you will groan at the flimsy attempts at humor the awkward camera work the sexism and racism the ridiculous story line the wooden acting poor joan bennett she is the only one in the movie who is not an embarrassment in all dreadful",0
"the waterdance 1991 the main character of the waterdance played by eric stoltz finds himself in a rehab center with some others similarly injured and there he must face an harsh new life confined to a wheelchair it's an interesting and promising premise but unfortunately it fails to deploy what ensues instead is largely hollywood schmaltz with some interesting moments certainly the cast eric stoltz william forsythe wesley snipes et al is brilliant and perform well here as one would expect but their talents are wasted the characters are mainly stereotypes of one kind or another and most of them are thoroughly unlikeable the snipes character being the exception i suppose this is some kind of attempt to break through people's ideas about the handicapped being crippled or weak by depicting them for the most part as in your face pricks but it makes for an entirely annoying experience admittedly it will show you something of what those with permanent disabilities go through in a way that is not softened or romanticized which is useful and a good idea but while the process being depicted can make one a difficult person to get along with and that's worth dealing with it is not part and parcel to that that these characters must be to varying degrees despicable they wouldn't have to be disneyfied either surely there's a middle ground somewhere by the film's conclusion the eric stoltz character has come to accept his status as a handicapped person but since he is such a flaming narcissistic",0
"'moonstruck' is a love story there is not one romance there are at least three but they all have to do with the same family loretta's family loretta cher is about to marry johnny cammareri danny aiello she doesn't love him but he is sweet and good man when he leaves to visit his dying mother in italy loretta meets johnny's brother ronny nicolas cage he and johnny haven't spoken each other in five years and loretta wants to invite him to the wedding of course they fall instantly for each other br br how this story and love stories of loretta's parents and uncle and aunt develop is something you simply have to see for yourself every seen is a delight to watch with cher as the bright star in the middle of everything she won and really deserved the oscar that year cage is pretty good and goofy as well and olympia dukakis as loretta's mother and vincent gardenia as her father are terrific this movie is funny charming and therefore highly enjoyable",1
"anyone who has read my review for uwe boll's alone in the dark will remember that i compared the unenviable task of sitting through that piece of human waste to having each and every hair on your arm pulled out well take that analogy a step further with this irredeemable gutter trash and try to imagine the pain of getting your teeth extracted without novacaine do that and you'll have a general idea of what eli roth's cabin fever is all about br br i never believed any one film was capable of topping the sheer agonizing dreck that uwe boll cranks out as the worst film ever made but in all honesty i have to say cabin fever comes very close this is yet another sad excuse for a motion picture that had absolutely no valid reason to meet with any form of theatrical release for somebody who claims to love the horror genre as much as eli roth does he has created the single most annoying and convoluted patchwork of a movie i think i have ever seen in my entire life how do you screw up a story like this think of the potential this plot would have had without the poorly written characters without the bad writing and without all that unnecessary and unfunny comedy a movie dealing with a grotesque flesh eating virus could and should have been so much better than what roth dished out for us here this script failed on so many levels with me and while i",0
"when you typically watch a short film your always afraid that the person creating the film tries to throw too much into it that's not the case with this one a great story about a young girl who's had enough and other worldly forces trying to help make things right br br eric etebari does a wonderful job of representing the spirit of twisted justice and helps to convey the complexities of the blurred line of right and wrong br br both the young girl and the father give great performances in this wonderful short film but eric's performance is definitely the show stealer in this story br br i definitely recommend this film for it's complexity performance and great over all story",1
"this is a masterpiece footage in b w 35mm film the film makes you see a strange way to begin the day at 7 35 am in a bar and how much things can happen there in 8 minutes br br the short amazingly gets you in a complex story using very little elements and step to step makes you realize that something isn't totally right it expresses a lot makes your adrenalin go high with subtle details and is incredibly understandable by anyone not just the cinema critics experts br br but i know how it sounds european short black and white and low budgeted don't let that scare you is really worth to see by anyone not just experts in the genre br br isn't really much more to tell since the film just lasts 8 minutes exactly and i don't want to spoil it but i just watched it online and i couldn't understand why no one spent a few minutes to post a comment about it br br really worth watching it 10 10",1
"almost from the word go this film is poor and lacking conviction but then again most people would struggle to show commitment to a script as uninspiring as this the dialogue really does not flow and sometimes as in this case more is less or should have been this is also backed up by odd scenes e g the cemetry slow motion walk that you think might lead somewhere but only seem to waste a few more seconds of your life br br the plot is a strange combination of gangster situation comedy which i am sure seemed a good idea at the time but if ever there was a case for someone needing to be honest with the scriptwriter then here was it br br martin freeman is okay but then he seems to have one character which always plays so i am beginning to wonder if he was given a script or just filmed and told to react as normal br br finally humour this reminds me of the 'python i think quote about shakespere of his 'comedies' if he had meant it to be humorous he would have put a joke in it well i didn't see one br br don't waste your time i did because i was watching it with a friend and kept hoping that it was going to get better br br it didn't",0
"methinks the best screen version of quo vadis ever made well yeah the plot is not so strong and evident as in the book sometimes meandering and loosing its suspense among aesthetic subtleties but the film is really and beautifully strange has an enigma and style that other versions with r taylor and the new one from poland definitely lack it has the air of roman decadence the beauty of declining paganism and infant christianity at least i believe it has brandauer forrest and syudov did excellent job in portraying their characters forrest's petronius seems to be the biggest success of the cast let alone brandauer who is the one of the greatest actors ever and accumulates the very essence of this dying world imho that's it that is the way it happened guys imho",1
"this is very dated but that's part of the charm with this 1933 movie you can say the same for most pre code films they're just different and usually in an interesting way br br it was the short running time the great acting of spencer tracy and the beautiful face and sweetness of loretta young's character which kept me watching and enjoying this stagy but intriguing film br br you'd be hard pressed to find a nicer girl than trinna played by the 20 year old young who was already into making her 50th movie she started acting as a small child that and the fact they made movies quickly back in the old days the camera although in soft focus throughout much of the film zoomed in on loretta's face and eyes many times and i was mesmerized by her beauty br br playing a crotchety man with a cynical outlook on life tracy's bill slowly transformed into a loving man thanks to trinna spencer delivered his lines here with such naturalness that you hardly knew he was acting br br although they have small roles supporting actors walter connolly marjorie rambeau arthur hohl and glenda farrell leave lasting impressions long after viewing this 75 minute film i was particularly fascinated with connolly's role as the minister father figure of the camp br br the story is a little far fetched but hey that's the movies this story is about two lonely great depression victims trying to survive in a hooverville type camp and",1
"this had to be one of the worst films ever when kate shows up and jed is with a bunch of guys and they all start clapping so hollywood another bad scene was when kate was running her hands over the pavement it appeared that she was examining the texture of the pavement andie's acting is so bad in this film i could not connect with them or feel there love for each other the other 2 women however were very good and overshadowed andie anyway this was such a campy movie i usually like these type of films but i just couldn't get into this film too many unlikely situations and again andie's acting didn't help the film also she is all gums lancome must put her makeup on with a putty knife because she looks glamorous in the commericals",0
"new york 1953 one hot night four famous iconic figures will come together the professor albert einstein has come to ny to give a speech which he has the senator joesph maccarthy on his back later that night his gets a surprise visitor a famous actress marilyn monroe who actually wants to discuss the theories of relativity soon her ball playing husband joe dimaggio turns up at the hotel room begging to work things out for their crumbling relationship flashbacks of childhood important events perceived consequences of their actions creep in to show how these individuals cope with despair and a hidden fear waiting to break out br br now that's one of a kind adapted off a stage play by terry johnson who would also script the screenplay for the film insignificance is an odd quirky seductive and downright curious fictional pop culture gimmick in the hands of director nicolas roeg this inspired and cerebral experimental effort might be rooted in its stage play origins because it does feel theatrical and most of the action occurs in a hotel backdrop and one main suite the cramp look only enhanced the moody and smoky atmosphere of new york to great effect however these limitations can't contain the fruitful and daring ideas that roeg manages to randomly storm up visually and through the meaningful material the way he reflects on the characters' who are suggestively famous figures without the need of naming of them philosophical journeys and interpretations of their notions is stimulating in a spiritual sense",1
"of course the plot script and especially casting are strong in the film so many fine things to see one aspect i liked especially is the idea of the antagonist luzhini's turturro's ex mentor working his evil on the sidelines his chess opponent an italian dandy in three piece and cane turns out to be a real gent and a truly fine chess player to his credit the opponent nobly goes along with the plan at the end to complete the final game for the championship posthumously luzhin has taken a flyer out a window sad but so releasing to him by way of the unstable genius' widow emily watson in death then because of the gallantry of an honorable chess master luzhin's defence which he worked out in a late moment of lucidity is allowed to be played the italian gent commends the play and calls it brilliant talk about a dramatic end game",1
"this is a great movie for any fan of hong kong action movies asides from it's little plot the weak drama and bits of comedy antics the movie is action packed with gun fighting and martial arts action kept me entertained from beginning until the end i thought shannon lee was awesome in the movie br br having an action director like corey yuen is what keeps hong kong action going strong this modern action film is highly recommended",1
"one can only assume that robert osborne is contractually obligated to express delight at even the least appealing films in the tcm library as this would explain him extolling the 'virtues' of this charming film during his introduction when i saw this on cable tv seeing as any old film on imdb receives 'classic' status from a number of fawning amateur reviewers i thought there was a dire need for a more honest review of this film br br this is not your father's 'shop around the corner' for all my quibbles with 'you've got mail' it still outshines this as a remake in just about every way imaginable for those who have seen the original the flaws will only be all the more obvious br br from one of the lamest meet cute sequences i can recall seeing a sad slapstick attempt at 'humor' this film gets off on the wrong foot and it never really gets back in step this 'musical' only qualifies as one in the sparsest sense of the term there are a sprinkling of instantly forgettable musical numbers and then there's judy singing i don't care while flailing her arms around as if in a seizure the christmas song she sings in the store is probably one of her better numbers here miss garland was wonderful in a number of musical films but here she seems horribly miscast the role was originally to have been filled by june allyson and judy is definitely unable to fill the shoes of margaret sullavan's",0
"this is an interesting idea gone bad the hidden meanings in art left as clues by a serial killer sounds intriguing but the execution in anamorph is excruciatingly slow and without much interest there is no other way to describe the film except boring the death clues are the only interesting part of anamorph everything connecting them is tedious willem dafoe gives a credible performance as the investigator but he has little to do with a script that is stretched to the limit several supporting character actors are wasted including peter stormare as the art expert james rebhorn as the police chief paul lazar as the medical examiner and most notably deborah harry who is featured on the back of the dvd case yet only has a couple lines spoken through a cracked door not recommended merk",0
"when i read other comment i decided to watch this movie br br first cast specially michael madsen and tamer karadagli good enough br br film very intelligence and interesting because cast have a lot of international specially european actor and actress like from turkey and russsia br br second story is basic and you can guess but if you interesting action good play you'll like in my opinion br br third final chapter is not special or interesting it's regular like other action movies br br finally i recommend to watch this movie and i hope you'll love it enjoy d",1
"the potential was there i saw creep and thought 'oooh this is getting interesting' several times yet somehow the interesting plot lines wound up unexplained or ignored like they never happened the lead character was irritating throughout the movie and at one point my fella and i both shouted that we wanted her to die there are some genuinely spooky scary moments but these are grossly overshadowed by the moments that just annoyed the hell out of me it's another one of those horror movies that crops up and intrigues you for a while but ultimately leaves you frustrated and a little confused about what the movie makers were trying to achieve br br the one saving grace of this movie is the bad guy but when the baddie is more likable than the lead character you know you're on to a loser",0
"tell the truth i’m a bit stun to see all these positive review by so many people which is also the main reason why i actually decide to see this movie and after having seen it i was really a disappointed and this comes from the guy that loves this genre of movie br br i’m surprise at this movie all completely – it is like a kid’s movie with nudity for absolutely no reason and it all involve little children cursing and swearing i’m not at all righteous but this has really gone too far in my account br br synopsis the story about two guys got send to the big brother program for their reckless behavior there they met up with one kids with boobs obsession and the other is a medieval freak br br just the name it self is not really connected with the story at all they are not being a role model and or do anything but to serve their time for what they have done the story is very predictable though expected and the humor is lame and haven’t we already seen the same characters play by mc lovin’ in so many other movies like sasquatch gang i think i laugh thrice and almost fell a sleep br br well the casting was alright after all he is the one that produce the screenplay and the acting is so so as expected when you’re watching this type of movie and the direction what do one expect this is the",0
"i was lucky enough to catch this movie while volunteering at the maryland film festival i've always been a fan of classic horror films and especially the gimmicks of william castle so this was definitely a must see for me br br this is about the life and work of william castle who in my opinion was an underrated director true he made some cheap budget schlocky horror films but he added something to these films real live theater gimmicks that you don't see anymore for example he had nurses in case someone had a heart attack at his movies and put vibrators at the bottoms of chairs in the tingler br br this is truly a well made documentary and brings this rather shadowed director into the light and celebrated his contributions to horror cinema it also paints castle as a larger than life character who was very well liked and had a smile on his face br br unlike most film documentaries that mostly show testaments from film historians spine tingler shows interviews mostly from his family members and directors who were influenced by his work such as john waters john landis and joe dante a must see for classic horror and sci fi fans",1
"to say that thunderbirds is a horrid forced in your face ugly looking nasty to listen to and painful to watch film wouldn't be saying enough there are only two reasons i can think of why you'd watch this film 1 you've seen thunderbirds when you were young like i did and are curious as to what it is like but you will really only be watching to find out how badly they screwed things up or 2 you're seeing it with someone under ten years old br br thunderbirds manages to cock up everything it attempts the list goes on and on but there are other more subtle humiliating things that are painfully obvious when you think about it from the off thunderbirds is wrong wrong wrong the whole moral message and 'goal' is set up in an excruciating way jeff tracy a new low for bill paxton tells his youngest son alan he's not yet proved himself to be a thunderbird after alan randomly and stupidly decided to go down into tracy island's bowels to fire up thunderbird one the whole film is then a series of events and miss fires consisting of alan trying to prove himself whilst his father and other brothers are trapped in space aboard thunderbird five br br the film relies on kid actors to carry the film a 16 year old alan tracy corbet a 16 year old tin tin hudgens and a 14 year old fermat fulton who is brains' son to say that watching the 'adventures'",0
"i don't remember ever seeing this one before tonight probably the title sounded so ordinary it kept passing me by but it is a well crafted b western with an interestingly brooding storyline complimented by acting veering from the good to corny br br robert mitchum slopes into wide open town looking for his wife and news of their daughter and stays for a time as town tamer as usual the good business folk have mixed emotions they want to get rid of the baddies but like the business they bring it still applies relax drink and gambling laws and encourage the industries but pretend to deplore the seedy effects it can have on ordinary people what's fascinating about this film is mitchum's cynically intense portrayal in going about cleaning the town of baddies and the townsfolk's acceptance that his violent methods were the only ones favourite bit the sudden demise of 2 of the baddies in the red dog saloon the firing of the main saloon bordered on nasty but it was an effective way to combat the spread of poison br br overall a very good film with its only fault tending to be a little hokeyness not so good for do gooders who would probably prefer a lifetime of negotiation with evil rather than end it",1
"no scenario bad actors poor melissa gilbert beurk beurk beurk br br give a such budget to make this in belgium we make ten films which win all prices in cannes with this br br last time that i've seen a such null film was hypercube but scenario was better br br is anyone knows if the director was a graduate in school film or a cop br br the better things in this film was the word end br br why authorize to sell this 1ç is to expensive br br i've pay ten dollars to buy this br br for me pay for this was my big mistake of millennium br br too bad br br next time i'll break my arm but buy this type of sh t",0
"the ladies man is a funny movie there's not much thought behind it but what do you expect from an snl movie it's actually better than most snl movies i e superstar or a night at the roxbury tim meadows and will ferrell were both very funny chris parnell was also funny in his short scene one of the funnier ones in the movie other than that the rest of the cast is average and is just there to support meadows i've definitely seen funnier movies but i've seen dumber ones too again it's not exactly a deep movie but it's good for a few laughs it was funnier as a skit though but still if you're looking for a pretty funny movie i'd recommend this one just don't think about it too much or you'll hate it br br rating 6 10",0
"you think you've had it tough you should check out this film carl brashear is the epitome of courage and determination what this man had to go through to become a navy diver should be an inspiration to us all and significantly after seeing this film i learned that what is shown is not even the half of it cuba gooding jr does some of his best work to date as brashear de niro as usual is good as the southern redneck who trains him george tillman in only his second major feature after soul food has made a quantum leap as a filmmaker if you want to be moved and inspired you definitely need to check out this one",1
